round,ground_truth,correct_percentage,loss,softmax_output,hedge_weights
538,10,4.45%,3.4764,"[0.03643057495355606, 0.04895348101854324, 0.046826887875795364, 0.03377649560570717, 0.03464369475841522, 0.05011314898729324, 0.08126773685216904, 0.06840312480926514, 0.022257857024669647, 0.028664544224739075, 0.03066919930279255, 0.034511443227529526, 0.014651200734078884, 0.015315632335841656, 0.02203826792538166, 0.03187016025185585, 0.03748439624905586, 0.058073896914720535, 0.02579762041568756, 0.02054973691701889, 0.01200278103351593, 0.023245511576533318, 0.015476003289222717, 0.019363004714250565, 0.03120391257107258, 0.03562480956315994, 0.04439298063516617, 0.07639193534851074]","[0.0012760948156937957, 0.9987238645553589]"
539,13,4.44%,4.1943,"[0.036910369992256165, 0.04862125217914581, 0.04560164362192154, 0.03365224972367287, 0.034409936517477036, 0.049729567021131516, 0.08075695484876633, 0.06822086870670319, 0.022445421665906906, 0.02849447913467884, 0.03181316331028938, 0.035153113305568695, 0.014835176058113575, 0.015379181131720543, 0.02199459634721279, 0.03215218335390091, 0.036989279091358185, 0.057671476155519485, 0.0255891103297472, 0.02067647874355316, 0.012425214983522892, 0.023463157936930656, 0.015793005004525185, 0.01933969184756279, 0.03087375871837139, 0.03499623388051987, 0.0441555418074131, 0.07785689830780029]","[0.0015341497492045164, 0.9984657764434814]"
540,16,4.44%,3.3070,"[0.03715497627854347, 0.048033468425273895, 0.0446782261133194, 0.03354393318295479, 0.034879397600889206, 0.0482926070690155, 0.07988112419843674, 0.06771492213010788, 0.022812603041529655, 0.028292875736951828, 0.03286321833729744, 0.03547153249382973, 0.015010613948106766, 0.01595146209001541, 0.02214410901069641, 0.032635245472192764, 0.03665803745388985, 0.05723760649561882, 0.02558240108191967, 0.020848212763667107, 0.012991444207727909, 0.02348642796278, 0.015883689746260643, 0.01950928568840027, 0.030443713068962097, 0.03428583964705467, 0.04424062371253967, 0.07947233319282532]","[0.0014615673571825027, 0.9985384345054626]"
541,14,4.43%,3.8010,"[0.038195692002773285, 0.04753786325454712, 0.04270099103450775, 0.0331830270588398, 0.03425318002700806, 0.048774294555187225, 0.07972423732280731, 0.06798183917999268, 0.023076267912983894, 0.028191454708576202, 0.03420616313815117, 0.03602619841694832, 0.015270860865712166, 0.016178740188479424, 0.022011419758200645, 0.03266439586877823, 0.037263549864292145, 0.05665680766105652, 0.024820003658533096, 0.020473912358283997, 0.013151763007044792, 0.023919643834233284, 0.016676761209964752, 0.01886645331978798, 0.03016863949596882, 0.03350603207945824, 0.043365802615880966, 0.08115393668413162]","[0.001537127885967493, 0.9984629154205322]"
542,21,4.42%,3.7258,"[0.038748715072870255, 0.0468120314180851, 0.041618362069129944, 0.032916340976953506, 0.03435363620519638, 0.047909896820783615, 0.07901758700609207, 0.06767768412828445, 0.02336329035460949, 0.02814507856965065, 0.03523791953921318, 0.03611084446310997, 0.015520867891609669, 0.016714127734303474, 0.022458860650658607, 0.03298911824822426, 0.037702009081840515, 0.056259192526340485, 0.024652404710650444, 0.02040662057697773, 0.013540900312364101, 0.024107594043016434, 0.016969110816717148, 0.01871594786643982, 0.02983110584318638, 0.0327007956802845, 0.04310448095202446, 0.08241549134254456]","[0.0018032991793006659, 0.9981966614723206]"
543,18,4.41%,3.7021,"[0.03940955176949501, 0.04583672806620598, 0.041080232709646225, 0.032963842153549194, 0.03398076817393303, 0.047058913856744766, 0.07865222543478012, 0.06755091995000839, 0.02353527396917343, 0.027979765087366104, 0.036254968494176865, 0.036219220608472824, 0.01571076549589634, 0.017181411385536194, 0.023075200617313385, 0.03320501372218132, 0.0377776063978672, 0.05589364096522331, 0.02468552067875862, 0.02036844752728939, 0.014049333520233631, 0.024519016966223717, 0.017221631482243538, 0.018667805939912796, 0.029423711821436882, 0.031936585903167725, 0.04261220619082451, 0.08314968645572662]","[0.0016868447419255972, 0.9983131289482117]"
544,1,4.40%,3.0966,"[0.039131857454776764, 0.045307356864213943, 0.04029612988233566, 0.03259644657373428, 0.03486814349889755, 0.04526887089014053, 0.07732133567333221, 0.06638678908348083, 0.023747120052576065, 0.028225021436810493, 0.037097152322530746, 0.03591887652873993, 0.016059111803770065, 0.01779056340456009, 0.023576892912387848, 0.03366696462035179, 0.03829895332455635, 0.05564749240875244, 0.02514674887061119, 0.020645279437303543, 0.014461206272244453, 0.024924788624048233, 0.01715788058936596, 0.018849652260541916, 0.029172049835324287, 0.03134797886013985, 0.043399471789598465, 0.08368982374668121]","[0.0015707010170444846, 0.9984292984008789]"
545,17,4.40%,2.8968,"[0.03941529244184494, 0.04545396566390991, 0.03980076313018799, 0.03248019888997078, 0.03499632701277733, 0.04433363676071167, 0.07617425918579102, 0.06581830978393555, 0.023953035473823547, 0.028273964300751686, 0.037785571068525314, 0.03579775616526604, 0.016239071264863014, 0.018118349835276604, 0.023988036438822746, 0.03405389189720154, 0.038373950868844986, 0.05519217625260353, 0.02558245323598385, 0.020743172615766525, 0.01485909428447485, 0.02520192600786686, 0.017177550122141838, 0.01891908049583435, 0.028756771236658096, 0.03099917061626911, 0.043479301035404205, 0.08403294533491135]","[0.0015048726927489042, 0.9984951019287109]"
546,21,4.39%,3.6578,"[0.03963274508714676, 0.04553374648094177, 0.03916867449879646, 0.03224358707666397, 0.034816838800907135, 0.044045161455869675, 0.07564257830381393, 0.06549059599637985, 0.02388271503150463, 0.028330085799098015, 0.038343049585819244, 0.03571423143148422, 0.01647118292748928, 0.018266864120960236, 0.0242738239467144, 0.034128010272979736, 0.03852171450853348, 0.05545661225914955, 0.025753919035196304, 0.0207782331854105, 0.015055829659104347, 0.025564564391970634, 0.017336703836917877, 0.018844913691282272, 0.028517799451947212, 0.030660495162010193, 0.04340576007962227, 0.08411955088376999]","[0.0017471994506195188, 0.998252809047699]"
547,11,4.38%,3.3482,"[0.03994705155491829, 0.04548213630914688, 0.038242775946855545, 0.03202858567237854, 0.03423691540956497, 0.04413466528058052, 0.07534172385931015, 0.06532236933708191, 0.023741254583001137, 0.028432266786694527, 0.039173200726509094, 0.035748280584812164, 0.01677171140909195, 0.0182782169431448, 0.024486880749464035, 0.03400474414229393, 0.03871769458055496, 0.055646006017923355, 0.025729751214385033, 0.020704446360468864, 0.015186861157417297, 0.026371140033006668, 0.017737502232193947, 0.018618011847138405, 0.028339846059679985, 0.03025904856622219, 0.043221615254879, 0.08409523218870163]","[0.0014759543118998408, 0.998524010181427]"
548,16,4.37%,3.2575,"[0.03934890031814575, 0.045236412435770035, 0.03825237974524498, 0.03193783015012741, 0.0347655825316906, 0.04276648536324501, 0.07468074560165405, 0.0643620640039444, 0.02368372119963169, 0.0284560639411211, 0.03947792947292328, 0.03584451228380203, 0.016955800354480743, 0.018586112186312675, 0.024890465661883354, 0.03419370576739311, 0.03854325786232948, 0.055945225059986115, 0.026309041306376457, 0.02116158790886402, 0.015576887875795364, 0.026737241074442863, 0.017426203936338425, 0.019042082130908966, 0.028151167556643486, 0.029993973672389984, 0.04390566796064377, 0.08376901596784592]","[0.0013993147294968367, 0.9986006617546082]"
549,8,4.36%,3.7465,"[0.03853905200958252, 0.04489918053150177, 0.038358598947525024, 0.03174060955643654, 0.03572521731257439, 0.04118451848626137, 0.07388356328010559, 0.06321166455745697, 0.023637544363737106, 0.028587739914655685, 0.039531126618385315, 0.03563513234257698, 0.017150716856122017, 0.01904192939400673, 0.025324435904622078, 0.03444838523864746, 0.03911081328988075, 0.056295305490493774, 0.02687866985797882, 0.021571505814790726, 0.01585214026272297, 0.026997199282050133, 0.017027778550982475, 0.01941557414829731, 0.02805645391345024, 0.029774446040391922, 0.04480190575122833, 0.08331887423992157]","[0.0013037247117608786, 0.9986963272094727]"
550,11,4.36%,3.3252,"[0.039055660367012024, 0.044750019907951355, 0.037399306893348694, 0.0315057598054409, 0.03535193204879761, 0.04115695133805275, 0.07348036766052246, 0.06309658288955688, 0.024078140035271645, 0.02859596349298954, 0.040362607687711716, 0.036000173538923264, 0.01729675754904747, 0.019149091094732285, 0.025410663336515427, 0.03430771827697754, 0.03975587710738182, 0.055922724306583405, 0.026687955483794212, 0.021380314603447914, 0.01591353304684162, 0.02762097865343094, 0.0174250528216362, 0.019082313403487206, 0.027868326753377914, 0.029416635632514954, 0.044343799352645874, 0.08358480781316757]","[0.00110541470348835, 0.9988945722579956]"
551,16,4.35%,3.2149,"[0.040410611778497696, 0.04461227357387543, 0.03570886701345444, 0.031222227960824966, 0.0338255800306797, 0.04249191656708717, 0.07383890450000763, 0.06369562447071075, 0.02447584457695484, 0.028414854779839516, 0.04174615070223808, 0.0372682623565197, 0.017446666955947876, 0.018804339691996574, 0.025114472955465317, 0.03373836725950241, 0.0401894710958004, 0.05524338409304619, 0.02586401253938675, 0.020902663469314575, 0.01576843298971653, 0.0285967867821455, 0.01848817616701126, 0.018301015719771385, 0.027658814564347267, 0.0289304256439209, 0.042955927550792694, 0.08428589254617691]","[0.0010458444012328982, 0.9989541172981262]"
552,0,4.34%,3.2276,"[0.0399017333984375, 0.044257622212171555, 0.03563125059008598, 0.030997442081570625, 0.034777455031871796, 0.041056662797927856, 0.07299265265464783, 0.0627124086022377, 0.02493629977107048, 0.02847684919834137, 0.04186118021607399, 0.03739394620060921, 0.017518041655421257, 0.019277917221188545, 0.025399865582585335, 0.03394649177789688, 0.04119137302041054, 0.05506172776222229, 0.02620306983590126, 0.021147243678569794, 0.01594565622508526, 0.028751978650689125, 0.01817321963608265, 0.0184930469840765, 0.027548499405384064, 0.028743911534547806, 0.04348689690232277, 0.08411560207605362]","[0.0010420409962534904, 0.9989579319953918]"
553,8,4.33%,3.6684,"[0.04060099646449089, 0.04396810755133629, 0.03514586761593819, 0.030759619548916817, 0.03500547260046005, 0.0402589812874794, 0.07225942611694336, 0.06224372610449791, 0.025498267263174057, 0.02839094214141369, 0.042384304106235504, 0.03774307295680046, 0.017554685473442078, 0.019582301378250122, 0.025604233145713806, 0.034054357558488846, 0.042087722569704056, 0.054476961493492126, 0.026296107098460197, 0.021100817248225212, 0.016081690788269043, 0.029032042250037193, 0.018290437757968903, 0.01836692914366722, 0.02724233642220497, 0.028421469032764435, 0.04324046149849892, 0.08430866152048111]","[0.0010000000474974513, 0.9990313649177551]"
554,21,4.32%,3.5452,"[0.04147949069738388, 0.04373715817928314, 0.03464215248823166, 0.03057239018380642, 0.035307928919792175, 0.039328113198280334, 0.07121407985687256, 0.06182009354233742, 0.0265791155397892, 0.028266768902540207, 0.04301866888999939, 0.03810136765241623, 0.0174860879778862, 0.019983304664492607, 0.025814097374677658, 0.03421568498015404, 0.04290977865457535, 0.05351685732603073, 0.026415560394525528, 0.020987575873732567, 0.016290420666337013, 0.029206417500972748, 0.018372951075434685, 0.018246090039610863, 0.02686203084886074, 0.0281169842928648, 0.04284145310521126, 0.08466740697622299]","[0.0011394607136026025, 0.9988605380058289]"
555,14,4.32%,3.6533,"[0.042187586426734924, 0.04337750002741814, 0.03403681516647339, 0.030405385419726372, 0.03540491312742233, 0.03852361440658569, 0.07033412158489227, 0.061377741396427155, 0.027497002854943275, 0.028218036517500877, 0.04380841180682182, 0.038427114486694336, 0.017508791759610176, 0.020300406962633133, 0.02602139487862587, 0.034239623695611954, 0.043711334466934204, 0.05267242714762688, 0.026479335501790047, 0.020878221839666367, 0.016476832330226898, 0.02980562299489975, 0.018554432317614555, 0.018100807443261147, 0.026555510237812996, 0.02777855657041073, 0.04256170615553856, 0.08475670218467712]","[0.0012096840655431151, 0.9987903237342834]"
556,14,4.31%,3.6208,"[0.04260443150997162, 0.04289675131440163, 0.03382834047079086, 0.030285995453596115, 0.035834699869155884, 0.037244658917188644, 0.06916706264019012, 0.06070490553975105, 0.028389988467097282, 0.028225943446159363, 0.0443262904882431, 0.03840728476643562, 0.01752999797463417, 0.020827163010835648, 0.02676011435687542, 0.03445887193083763, 0.04435452073812485, 0.05196508765220642, 0.02689550630748272, 0.020928669720888138, 0.016837134957313538, 0.03019305318593979, 0.01839926466345787, 0.018210677430033684, 0.026232603937387466, 0.027397291734814644, 0.042557183653116226, 0.08453647047281265]","[0.0012837722897529602, 0.9987162351608276]"
557,5,4.30%,3.2709,"[0.04518095776438713, 0.042435962706804276, 0.03204750269651413, 0.029969125986099243, 0.0338074192404747, 0.038470592349767685, 0.06896571815013885, 0.06155632063746452, 0.029168130829930305, 0.02812410145998001, 0.046141549944877625, 0.03914064168930054, 0.017718620598316193, 0.020613104104995728, 0.02723858878016472, 0.03393232822418213, 0.0452088788151741, 0.05077708885073662, 0.02602916769683361, 0.020088568329811096, 0.016750263050198555, 0.031481415033340454, 0.019775543361902237, 0.0172234158962965, 0.025855207815766335, 0.02663666568696499, 0.04063368961215019, 0.08502943068742752]","[0.0014147005276754498, 0.9985852837562561]"
558,24,4.29%,3.6616,"[0.04489237070083618, 0.04201493412256241, 0.03239145874977112, 0.02992922253906727, 0.034479059278964996, 0.037426989525556564, 0.06783213466405869, 0.060642264783382416, 0.02977948822081089, 0.028327101841568947, 0.0459631122648716, 0.0387510247528553, 0.01774837262928486, 0.021181294694542885, 0.028406789526343346, 0.03427198901772499, 0.04558277130126953, 0.05053810402750969, 0.026737313717603683, 0.020384835079312325, 0.017121976241469383, 0.03156757727265358, 0.01914946548640728, 0.017590519040822983, 0.02569747529923916, 0.026381514966487885, 0.04100998863577843, 0.08420079946517944]","[0.0012598588364198804, 0.9987401366233826]"
559,26,4.29%,3.1989,"[0.04462026432156563, 0.04155883565545082, 0.03252890333533287, 0.029823824763298035, 0.03473932296037674, 0.0370267890393734, 0.06709405779838562, 0.06004762277007103, 0.030185429379343987, 0.02861628495156765, 0.04592753201723099, 0.03849915415048599, 0.01776791177690029, 0.021504178643226624, 0.029335103929042816, 0.03430042043328285, 0.046057987958192825, 0.05047136917710304, 0.02706065960228443, 0.020503884181380272, 0.017233386635780334, 0.03180636465549469, 0.018811816349625587, 0.017746374011039734, 0.026033364236354828, 0.02608751319348812, 0.0411844402551651, 0.08342725783586502]","[0.001424708985723555, 0.9985752701759338]"
560,18,4.28%,3.5974,"[0.04496445134282112, 0.041273798793554306, 0.0318622961640358, 0.029586421325802803, 0.03405784070491791, 0.03777460381388664, 0.06673334538936615, 0.05992104858160019, 0.030343089252710342, 0.028944404795765877, 0.04644262045621872, 0.038587942719459534, 0.017933716997504234, 0.021363839507102966, 0.02979397401213646, 0.03397829830646515, 0.04671912640333176, 0.05029479041695595, 0.02671392634510994, 0.0202484168112278, 0.017005207017064095, 0.032546963542699814, 0.019203657284379005, 0.017406366765499115, 0.02641448751091957, 0.025714857503771782, 0.041176460683345795, 0.08299398422241211]","[0.0016286605969071388, 0.9983713626861572]"
561,13,4.27%,3.8290,"[0.044954534620046616, 0.04112078621983528, 0.03182486817240715, 0.02949388697743416, 0.033920835703611374, 0.03770233690738678, 0.06597026437520981, 0.05939875915646553, 0.03055359050631523, 0.029242483898997307, 0.046556632965803146, 0.03843821957707405, 0.01799570769071579, 0.021365083754062653, 0.030469587072730064, 0.033976469188928604, 0.04698779806494713, 0.050117045640945435, 0.027189353480935097, 0.020303815603256226, 0.01702098175883293, 0.03293445706367493, 0.019086793065071106, 0.01744731143116951, 0.02662665769457817, 0.025511447340250015, 0.04156721755862236, 0.08222316205501556]","[0.001864726422354579, 0.9981352686882019]"
562,3,4.26%,3.5281,"[0.04463791102170944, 0.040752336382865906, 0.03192799165844917, 0.029409164562821388, 0.03440864384174347, 0.03686387836933136, 0.06497403979301453, 0.05862104147672653, 0.030941708013415337, 0.029446054250001907, 0.046544793993234634, 0.038032956421375275, 0.01804305799305439, 0.02199576050043106, 0.03130808472633362, 0.03416964039206505, 0.04732834920287132, 0.04991745203733444, 0.027804911136627197, 0.02041780948638916, 0.0172323789447546, 0.03303121402859688, 0.018725695088505745, 0.01765269599854946, 0.026717467233538628, 0.02524479106068611, 0.042183347046375275, 0.08166685700416565]","[0.002235917141661048, 0.9977640509605408]"
