round,ground_truth,correct_percentage,loss,softmax_output,hedge_weights
1118,26,3.93%,3.4082,"[0.040752459317445755, 0.057664792984724045, 0.04980001226067543, 0.03610585257411003, 0.02969043143093586, 0.05220351740717888, 0.057048261165618896, 0.04683499410748482, 0.04205040633678436, 0.0439312681555748, 0.023525550961494446, 0.042675916105508804, 0.027585018426179886, 0.018980450928211212, 0.047287825495004654, 0.03036905825138092, 0.0454302541911602, 0.03725224360823631, 0.03403807431459427, 0.010756698437035084, 0.022898847237229347, 0.036693818867206573, 0.016742466017603874, 0.015725551173090935, 0.04940067604184151, 0.027397511526942253, 0.03236059471964836, 0.02479749545454979]","[0.06830335408449173, 0.0010000000474974513, 0.002051608869805932, 0.023521406576037407, 0.9041061401367188, 0.0013741449220106006]"
1119,15,3.93%,3.4724,"[0.03914384916424751, 0.05555860698223114, 0.049005284905433655, 0.03641786426305771, 0.031308647245168686, 0.04973960667848587, 0.05690378323197365, 0.04778280109167099, 0.0428757444024086, 0.047487419098615646, 0.023689989000558853, 0.04178972169756889, 0.027436180040240288, 0.02045571058988571, 0.04821232333779335, 0.02968236431479454, 0.04592135548591614, 0.03692791610956192, 0.03428152948617935, 0.01186432410031557, 0.020720526576042175, 0.035080213099718094, 0.017170000821352005, 0.016498824581503868, 0.04784827306866646, 0.027728697285056114, 0.032442737370729446, 0.02602577954530716]","[0.0010785575723275542, 0.07341112196445465, 0.0018680414650589228, 0.02125386707484722, 0.0014262452023103833, 0.9009621739387512]"
1120,0,3.93%,3.2467,"[0.03892141208052635, 0.053746212273836136, 0.048213399946689606, 0.03707936033606529, 0.0321807824075222, 0.04857955500483513, 0.05626218020915985, 0.048205260187387466, 0.042009275406599045, 0.04953068867325783, 0.02362038567662239, 0.04129035770893097, 0.027052389457821846, 0.021069644019007683, 0.04903104901313782, 0.030140753835439682, 0.04683724790811539, 0.036963269114494324, 0.034226879477500916, 0.01237971056252718, 0.019626447930932045, 0.03491635620594025, 0.017144618555903435, 0.016702884808182716, 0.047137364745140076, 0.027764491736888885, 0.03335350751876831, 0.026014523580670357]","[0.002678758231922984, 0.0018453843658789992, 0.0890355184674263, 0.8847366571426392, 0.019877325743436813, 0.0018263921374455094]"
1121,14,3.92%,2.9870,"[0.03881298378109932, 0.05339512601494789, 0.04790307208895683, 0.03726053237915039, 0.0325259193778038, 0.04833409935235977, 0.057534780353307724, 0.04807979613542557, 0.042262785136699677, 0.05043366551399231, 0.023706695064902306, 0.040528278797864914, 0.027058763429522514, 0.021522212773561478, 0.04885624721646309, 0.029966188594698906, 0.04645274206995964, 0.03680991753935814, 0.03409522771835327, 0.012694895267486572, 0.019190218299627304, 0.03443414345383644, 0.017210330814123154, 0.016960961744189262, 0.04664837196469307, 0.027620509266853333, 0.03296634554862976, 0.026735171675682068]","[0.003410162404179573, 0.10384310781955719, 0.002109154826030135, 0.04205731302499771, 0.84609055519104, 0.002489729318767786]"
1122,12,3.92%,3.6191,"[0.038179486989974976, 0.05425088480114937, 0.04837853088974953, 0.037230078130960464, 0.032582711428403854, 0.048986490815877914, 0.0589478425681591, 0.047461241483688354, 0.0424497090280056, 0.04983615502715111, 0.024108469486236572, 0.03997186943888664, 0.027180740609765053, 0.021836373955011368, 0.04858364537358284, 0.03021416999399662, 0.046255651861429214, 0.03785128891468048, 0.032865699380636215, 0.012867202050983906, 0.019432248547673225, 0.034072477370500565, 0.017018841579556465, 0.016838397830724716, 0.04608633369207382, 0.02649441733956337, 0.03238547965884209, 0.0276335459202528]","[0.0016310143982991576, 0.08882541954517365, 0.0025683329440653324, 0.8602308630943298, 0.043543435633182526, 0.003201017389073968]"
1123,6,4.00%,2.8378,"[0.03973660245537758, 0.05311181768774986, 0.04749885946512222, 0.03712546080350876, 0.03193242847919464, 0.04918588697910309, 0.06011263653635979, 0.04718034341931343, 0.04140964895486832, 0.04970249533653259, 0.02373063750565052, 0.04022722691297531, 0.027395518496632576, 0.021086467429995537, 0.04864244535565376, 0.03108334355056286, 0.0464075468480587, 0.03669101372361183, 0.03319329023361206, 0.01250311080366373, 0.0196204986423254, 0.03501928970217705, 0.016947288066148758, 0.016905125230550766, 0.046261224895715714, 0.027344796806573868, 0.03335757553577423, 0.026587480679154396]","[0.002021350897848606, 0.0013296896358951926, 0.07892949134111404, 0.003940049558877945, 0.8760250210762024, 0.037754423916339874]"
1124,26,4.00%,3.4098,"[0.03817864879965782, 0.051113344728946686, 0.04645499587059021, 0.038363125175237656, 0.03482548147439957, 0.045327384024858475, 0.05940420925617218, 0.04809097573161125, 0.04257448390126228, 0.05390603095293045, 0.023896275088191032, 0.03796395659446716, 0.027563415467739105, 0.02331327646970749, 0.05081525817513466, 0.02982792630791664, 0.045987822115421295, 0.0368499718606472, 0.03301144391298294, 0.01407597865909338, 0.017276974394917488, 0.033230703324079514, 0.017200365662574768, 0.017828183248639107, 0.04492828622460365, 0.02706327475607395, 0.032571032643318176, 0.028357231989502907]","[0.06073438748717308, 0.0016377141000702977, 0.0010000000474974513, 0.8939871788024902, 0.03954233601689339, 0.003108436241745949]"
1125,2,4.00%,3.0584,"[0.04169870540499687, 0.05250076949596405, 0.04691922664642334, 0.035834718495607376, 0.029729649424552917, 0.05126405134797096, 0.06531381607055664, 0.046084851026535034, 0.03850778192281723, 0.047221481800079346, 0.02285480499267578, 0.04172414168715477, 0.027458859607577324, 0.019203567877411842, 0.04821432754397392, 0.032917775213718414, 0.04880136251449585, 0.03486930951476097, 0.032916951924562454, 0.011737197637557983, 0.02149277739226818, 0.0361299104988575, 0.016530849039554596, 0.016641221940517426, 0.04502398520708084, 0.02886723168194294, 0.034730877727270126, 0.024809852242469788]","[0.06683115661144257, 0.0011165447067469358, 0.002232837025076151, 0.8808746933937073, 0.046960100531578064, 0.001984641421586275]"
1126,26,3.99%,3.4222,"[0.04067542031407356, 0.05385929346084595, 0.04761083796620369, 0.036741361021995544, 0.030536897480487823, 0.050545576959848404, 0.06625573337078094, 0.04569556936621666, 0.03932902216911316, 0.047855935990810394, 0.02319159172475338, 0.04023175314068794, 0.02784295566380024, 0.02012215182185173, 0.047968506813049316, 0.032698918133974075, 0.04704072326421738, 0.03594746068120003, 0.03218599408864975, 0.01198575459420681, 0.021024435758590698, 0.0357719287276268, 0.01661153882741928, 0.01662762463092804, 0.04485233500599861, 0.027115223929286003, 0.03370313718914986, 0.02597222477197647]","[0.0010000000474974513, 0.0016822299221530557, 0.05162715166807175, 0.0015636686002835631, 0.895128607749939, 0.04909459874033928]"
1127,7,3.99%,3.0482,"[0.04069862142205238, 0.05345839634537697, 0.047898150980472565, 0.036365605890750885, 0.030260944738984108, 0.0510331429541111, 0.06709804385900497, 0.045134782791137695, 0.038721852004528046, 0.04737843945622444, 0.02337469719350338, 0.0404098704457283, 0.0279721450060606, 0.019862879067659378, 0.04781316965818405, 0.03352051600813866, 0.047090351581573486, 0.036097705364227295, 0.031606849282979965, 0.011997435241937637, 0.021379970014095306, 0.03611668571829796, 0.016568239778280258, 0.01660635694861412, 0.04423403739929199, 0.027083294466137886, 0.034460727125406265, 0.025757065042853355]","[0.00169743737205863, 0.06736176460981369, 0.0010000000474974513, 0.04780443012714386, 0.0022329145576804876, 0.880045473575592]"
1128,9,3.99%,2.9398,"[0.03877788782119751, 0.05270049721002579, 0.048198603093624115, 0.036543652415275574, 0.03225107118487358, 0.04883582890033722, 0.0649426206946373, 0.04629403352737427, 0.040896397083997726, 0.049775540828704834, 0.024056965485215187, 0.038999076932668686, 0.028570549562573433, 0.021664759144186974, 0.04871704801917076, 0.031722020357847214, 0.04629741981625557, 0.037172719836235046, 0.031237103044986725, 0.013152195140719414, 0.019587023183703423, 0.033944446593523026, 0.016810255125164986, 0.01714940369129181, 0.04372590780258179, 0.026272250339388847, 0.03382313624024391, 0.027881532907485962]","[0.06668966263532639, 0.0010000000474974513, 0.0019623537082225084, 0.8879536986351013, 0.0018823513528332114, 0.04051272198557854]"
1129,0,3.98%,3.2181,"[0.04101279005408287, 0.05295727401971817, 0.04821336641907692, 0.03576701506972313, 0.029848115518689156, 0.05150000751018524, 0.06802728027105331, 0.04558458924293518, 0.03838266059756279, 0.04734855890274048, 0.023251255974173546, 0.04057066887617111, 0.028432896360754967, 0.019648732617497444, 0.04727330803871155, 0.033478744328022, 0.04731306433677673, 0.03576415404677391, 0.03154273331165314, 0.011837662197649479, 0.021524885669350624, 0.035715047270059586, 0.01653449982404709, 0.016555968672037125, 0.04379759356379509, 0.027069091796875, 0.03531710058450699, 0.02573101967573166]","[0.002256278647109866, 0.08972585946321487, 0.0015134107088670135, 0.0023952508345246315, 0.0376497320830822, 0.8664594292640686]"
1130,26,3.98%,3.2999,"[0.04267510399222374, 0.04913356900215149, 0.04722293093800545, 0.03574999421834946, 0.030016513541340828, 0.050385355949401855, 0.06702809780836105, 0.046672552824020386, 0.036839623004198074, 0.049710437655448914, 0.022651968523859978, 0.04119177535176277, 0.027784667909145355, 0.01943850889801979, 0.04838087782263756, 0.0336589589715004, 0.04969886690378189, 0.03413878381252289, 0.03216897323727608, 0.01215418428182602, 0.020359162241220474, 0.03541651368141174, 0.016501804813742638, 0.016977820545434952, 0.04299461841583252, 0.028794871643185616, 0.037415049970149994, 0.024838341400027275]","[0.001179126207716763, 0.0017412950983271003, 0.06892932206392288, 0.001900329953059554, 0.8866146206855774, 0.03963528200984001]"
1131,10,3.98%,3.7839,"[0.04546888917684555, 0.04820472374558449, 0.04728009179234505, 0.03490103781223297, 0.028231680393218994, 0.052548691630363464, 0.06793360412120819, 0.046503376215696335, 0.034672100096940994, 0.04802289232611656, 0.021977784112095833, 0.04258168488740921, 0.027577560395002365, 0.017844246700406075, 0.04769223928451538, 0.03453825041651726, 0.05106904357671738, 0.0330791100859642, 0.032343290746212006, 0.011225899681448936, 0.0218459814786911, 0.03656451776623726, 0.016080619767308235, 0.016531310975551605, 0.042956430464982986, 0.02981707826256752, 0.0393403023481369, 0.023167477920651436]","[0.0016907446552067995, 0.0016505855601280928, 0.08073562383651733, 0.8830285668373108, 0.03135647252202034, 0.0015380028635263443]"
1132,5,3.97%,3.0091,"[0.04273686558008194, 0.048443470150232315, 0.047896936535835266, 0.03610948100686073, 0.03113008663058281, 0.049727264791727066, 0.06456080824136734, 0.04789622500538826, 0.03704829514026642, 0.05109166353940964, 0.023311715573072433, 0.039824724197387695, 0.02830899879336357, 0.02022566646337509, 0.048684779554605484, 0.0325985886156559, 0.04885413125157356, 0.035343997180461884, 0.031917765736579895, 0.012490811757743359, 0.01967368647456169, 0.034457977861166, 0.01650283858180046, 0.016955457627773285, 0.04271746799349785, 0.027688294649124146, 0.03801679238677025, 0.025785144418478012]","[0.10865671932697296, 0.0019632470794022083, 0.0023890798911452293, 0.03778096288442612, 0.8472544550895691, 0.001955587649717927]"
1133,27,3.97%,3.7278,"[0.04355606064200401, 0.04652286320924759, 0.04735510051250458, 0.03570611774921417, 0.03113975003361702, 0.04993212968111038, 0.063263900578022, 0.04821836203336716, 0.0365205779671669, 0.052046459168195724, 0.023435309529304504, 0.04012005403637886, 0.02818721905350685, 0.02002202905714512, 0.049129366874694824, 0.032673079520463943, 0.04937024042010307, 0.03497197851538658, 0.03203048184514046, 0.012633116915822029, 0.019238345324993134, 0.034456200897693634, 0.01642637513577938, 0.01715189218521118, 0.04250046983361244, 0.028471875935792923, 0.039608389139175415, 0.02531229332089424]","[0.13233478367328644, 0.003002957906574011, 0.0017920115496963263, 0.026840759441256523, 0.0017405025428161025, 0.834289014339447]"
1134,15,3.96%,3.4343,"[0.04496138170361519, 0.04791996255517006, 0.0478878952562809, 0.03506648913025856, 0.029095185920596123, 0.05425083264708519, 0.06689979135990143, 0.04682838171720505, 0.034768275916576385, 0.04810646176338196, 0.023476388305425644, 0.040994782000780106, 0.02827988937497139, 0.018534669652581215, 0.04644009470939636, 0.03426903113722801, 0.04981769993901253, 0.035037584602832794, 0.031622759997844696, 0.011399393901228905, 0.02139708213508129, 0.035482075065374374, 0.01624258980154991, 0.016349535435438156, 0.04240114614367485, 0.027753567323088646, 0.040118370205163956, 0.024598639458417892]","[0.13434547185897827, 0.0017638679128140211, 0.002608605194836855, 0.024361683055758476, 0.0018145717913284898, 0.835105836391449]"
1135,13,3.96%,3.9464,"[0.04315965995192528, 0.04558046907186508, 0.047564927488565445, 0.03603331372141838, 0.031820427626371384, 0.050927069038152695, 0.06260770559310913, 0.04837464541196823, 0.03631115332245827, 0.05264248326420784, 0.02445940114557743, 0.03909755125641823, 0.028132757171988487, 0.020618006587028503, 0.04838964343070984, 0.032941076904535294, 0.04890448972582817, 0.03611035645008087, 0.03136423975229263, 0.012972812168300152, 0.018620040267705917, 0.0337848924100399, 0.016510745510458946, 0.0171270240098238, 0.041896089911460876, 0.02726570889353752, 0.040191154927015305, 0.02659212052822113]","[0.001479187048971653, 0.1614503115415573, 0.0021277100313454866, 0.8097471594810486, 0.0024742961395531893, 0.02272132970392704]"
1136,4,3.96%,3.4784,"[0.043875522911548615, 0.044004715979099274, 0.04715704172849655, 0.03551105409860611, 0.0313979834318161, 0.051378656178712845, 0.061783719807863235, 0.048891957849264145, 0.03540489822626114, 0.052608948200941086, 0.024334751069545746, 0.03995603695511818, 0.027821214869618416, 0.020355118438601494, 0.04826990142464638, 0.033437952399253845, 0.05084642022848129, 0.03531315550208092, 0.031652405858039856, 0.0129334582015872, 0.01841326430439949, 0.0335097499191761, 0.01646815612912178, 0.017050564289093018, 0.04161050170660019, 0.02807041071355343, 0.041863664984703064, 0.026078762486577034]","[0.16109125316143036, 0.00246930168941617, 0.001875251648016274, 0.028807932510972023, 0.8037431240081787, 0.002013132208958268]"
1137,1,3.95%,3.1080,"[0.04319502413272858, 0.04448765143752098, 0.047353316098451614, 0.036203403025865555, 0.0322791188955307, 0.052240557968616486, 0.062370628118515015, 0.04845387488603592, 0.03531321883201599, 0.052190978080034256, 0.025104492902755737, 0.03868994861841202, 0.028025224804878235, 0.021048905327916145, 0.04737631231546402, 0.033809319138526917, 0.04981439560651779, 0.03673996776342392, 0.03105013072490692, 0.013003014028072357, 0.018323441967368126, 0.033240050077438354, 0.016578368842601776, 0.016933511942625046, 0.04124295711517334, 0.02652527578175068, 0.04126831144094467, 0.02713865227997303]","[0.0018781303660944104, 0.09613991528749466, 0.0015299253864213824, 0.01688133180141449, 0.0017458070069551468, 0.8818249106407166]"
1138,3,3.95%,3.3248,"[0.042450740933418274, 0.04529889300465584, 0.04779571294784546, 0.03648662194609642, 0.03293678164482117, 0.051888033747673035, 0.06116003170609474, 0.04862786829471588, 0.03607308492064476, 0.052786242216825485, 0.0256438497453928, 0.03780018538236618, 0.02812814526259899, 0.02184484526515007, 0.04747175797820091, 0.03344311937689781, 0.04808118939399719, 0.037788908928632736, 0.030589507892727852, 0.013250582851469517, 0.018067387863993645, 0.03320230171084404, 0.01650322787463665, 0.016888543963432312, 0.04141189157962799, 0.02558230422437191, 0.0407184399664402, 0.0280798077583313]","[0.0014571805950254202, 0.0013761407462880015, 0.10123538225889206, 0.8794034123420715, 0.0013971286825835705, 0.015130767598748207]"
1139,10,3.95%,3.6577,"[0.04500759392976761, 0.04579227790236473, 0.04781617224216461, 0.03542032837867737, 0.0298891793936491, 0.056612979620695114, 0.06482627987861633, 0.04716723412275314, 0.03267572075128555, 0.048682186752557755, 0.024721911177039146, 0.04023623466491699, 0.027502719312906265, 0.019223449751734734, 0.04525618627667427, 0.03612342104315758, 0.05082761123776436, 0.03594328463077545, 0.031147979199886322, 0.01165707316249609, 0.020595235750079155, 0.03474413976073265, 0.01635768637061119, 0.016026023775339127, 0.04082596302032471, 0.026763733476400375, 0.042796339839696884, 0.02536110021173954]","[0.12162747979164124, 0.001769999973475933, 0.001358389388769865, 0.8623160719871521, 0.0011144585441797972, 0.01181362010538578]"
