round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output,alpha,0.05,,EMA Dampened
5897,1,49.71%,88.74%,0.0392,"[0.03642057999968529, 0.9635793566703796]",0.276706011,,,
5898,0,49.70%,88.74%,0,"[0.9999780654907227, 2.195916385971941e-05]",0.262870711,,,
5899,1,49.71%,88.75%,0.0338,"[0.033616822212934494, 0.966383159160614]",0.251417175,,,
5900,0,49.70%,88.75%,0.0123,"[0.9994615912437439, 0.0005384504329413176]",0.239461317,,,
5901,0,49.70%,88.75%,0,"[0.9999725818634033, 2.7359634259482846e-05]",0.227488251,,,
5902,1,49.70%,88.75%,0.0434,"[0.04074033349752426, 0.9592596888542175]",0.218283838,,,
5903,0,49.70%,88.75%,0,"[0.9999879598617554, 1.2037110536766704e-05]",0.207369646,,,
5904,1,49.70%,88.76%,0.6679,"[0.42372891306877136, 0.5762710571289062]",0.230396164,,,
5905,0,49.70%,88.74%,2.5047,"[0.0773703083395958, 0.9226296544075012]",0.344111356,,,
5906,1,49.70%,88.74%,0.0407,"[0.03496594354510307, 0.9650340676307678]",0.328940788,,,
5907,1,49.71%,88.74%,0.041,"[0.03795544058084488, 0.9620445370674133]",0.314543749,,,
5908,0,49.70%,88.75%,0,"[0.9999858140945435, 1.4208494576450903e-05]",0.298816561,,,
5909,0,49.70%,88.75%,0,"[0.9999910593032837, 8.903629350243136e-06]",0.283875733,,,
5910,0,49.69%,88.73%,2.2419,"[0.09992770850658417, 0.9000722765922546]",0.381776946,,,
5911,1,49.70%,88.73%,0.0531,"[0.04654092714190483, 0.9534590244293213]",0.365343099,,,
5912,0,49.69%,88.74%,0,"[0.9999866485595703, 1.3306262189871632e-05]",0.347075944,,,
5913,0,49.68%,88.74%,0,"[0.9999881982803345, 1.1811534932348877e-05]",0.329722147,,,
5914,1,49.69%,88.74%,0.0401,"[0.041172970086336136, 0.958827018737793]",0.31524104,,,
5915,1,49.70%,88.74%,0.0469,"[0.047486159950494766, 0.9525138139724731]",0.301823988,,,
5916,0,49.69%,88.74%,0,"[0.9999880790710449, 1.1876300050062127e-05]",0.286732788,,,
5917,0,49.68%,88.75%,0,"[0.99998939037323, 1.0581949027255177e-05]",0.272396149,,,
5918,0,49.67%,88.75%,0,"[0.9999879598617554, 1.208220510307001e-05]",0.258776341,,,
5919,0,49.66%,88.75%,0,"[0.9999699592590332, 2.998184754687827e-05]",0.245837524,,,
5920,1,49.67%,88.75%,0.2375,"[0.17648285627365112, 0.8235172033309937]",0.245420648,,,
5921,0,49.66%,88.75%,0,"[0.9999858140945435, 1.4159324564388953e-05]",0.233149616,,,
5922,1,49.67%,88.76%,0.0401,"[0.03799852356314659, 0.9620015025138855]",0.223497135,,,
5923,1,49.68%,88.76%,0.062,"[0.05915380269289017, 0.9408461451530457]",0.215422278,,,
5924,0,49.67%,88.76%,0,"[0.9999837875366211, 1.620009061298333e-05]",0.204651164,,,
5925,0,49.66%,88.76%,0,"[0.9999853372573853, 1.465972400183091e-05]",0.194418606,,,
5926,0,49.65%,88.76%,0,"[0.9999884366989136, 1.1574093150557019e-05]",0.184697676,,,
5927,0,49.65%,88.77%,0,"[0.9999849796295166, 1.498986966907978e-05]",0.175462792,,,
5928,1,49.65%,88.77%,0.0817,"[0.09792475402355194, 0.9020752310752869]",0.170774652,,,
5929,1,49.66%,88.77%,0.0732,"[0.06042153015732765, 0.9395784139633179]",0.16589592,,,
5930,1,49.67%,88.77%,0.0344,"[0.03375951200723648, 0.9662404656410217]",0.159321124,,,
5931,0,49.66%,88.77%,0,"[0.9999840259552002, 1.599219103809446e-05]",0.151355068,,,
5932,1,49.67%,88.77%,0.0697,"[0.08302955329418182, 0.916970431804657]",0.147272314,,,
5933,1,49.68%,88.78%,0.0317,"[0.03208733722567558, 0.9679126739501953]",0.141493698,,,
5934,0,49.67%,88.78%,0,"[0.9999793767929077, 2.0654442778322846e-05]",0.134419014,,,
5935,1,49.68%,88.78%,0.0841,"[0.06624343991279602, 0.9337565302848816]",0.131903063,,,
5936,1,49.69%,88.78%,0.0321,"[0.030835336074233055, 0.9691647291183472]",0.12691291,,,
5937,0,49.68%,88.78%,0.059,"[0.9995957016944885, 0.0004043641092721373]",0.123517264,,,
5938,1,49.69%,88.79%,0.0439,"[0.04117915779352188, 0.9588207602500916]",0.119536401,,,
5939,1,49.70%,88.79%,0.0383,"[0.0352732390165329, 0.9647267460823059]",0.115474581,,,
5940,0,49.69%,88.79%,0.0001,"[0.9999532699584961, 4.6783265133854e-05]",0.109705852,,,
5941,1,49.70%,88.79%,0.0257,"[0.026118041947484016, 0.9738819599151611]",0.105505559,,,
5942,1,49.71%,88.79%,0.047,"[0.04652054235339165, 0.9534794092178345]",0.102580281,,,
5943,0,49.70%,88.80%,0,"[0.9999873638153076, 1.2692792552115861e-05]",0.097451267,,,
5944,0,49.69%,88.80%,0,"[0.9999896287918091, 1.0372400538471993e-05]",0.092578704,,,
5945,0,49.68%,88.80%,0,"[0.9999558925628662, 4.411067129694857e-05]",0.087949769,,,
5946,0,49.67%,88.80%,0,"[0.9999645948410034, 3.536407166393474e-05]",0.08355228,,,
5947,1,49.68%,88.80%,0.0441,"[0.05116478353738785, 0.9488352537155151]",0.081579666,,,
5948,0,49.67%,88.80%,0,"[0.9998682737350464, 0.0001317095011472702]",0.077500683,,,
5949,0,49.66%,88.81%,0,"[0.9999910593032837, 8.933125172916334e-06]",0.073625649,,,
5950,0,49.66%,88.81%,0,"[0.9999884366989136, 1.150713342212839e-05]",0.069944366,,,
5951,1,49.66%,88.81%,0.0231,"[0.0222927313297987, 0.9777072668075562]",0.067602148,,,
5952,0,49.66%,88.81%,0,"[0.9999815225601196, 1.84432265086798e-05]",0.064222041,,,
5953,1,49.66%,88.81%,0.0209,"[0.02394920215010643, 0.9760507941246033]",0.062055939,,,
5954,1,49.67%,88.82%,0.0305,"[0.02764228545129299, 0.9723577499389648]",0.060478142,,,
5955,0,49.66%,88.82%,0,"[0.9999852180480957, 1.4772952454222832e-05]",0.057454235,,,
5956,0,49.66%,88.80%,3.3279,"[0.03626413643360138, 0.9637359380722046]",0.220976523,,,
5957,1,49.66%,88.80%,0.0393,"[0.041307829320430756, 0.9586921334266663]",0.211892697,,,
5958,0,49.66%,88.81%,0,"[0.9999827146530151, 1.7340704289381392e-05]",0.201298062,,,
5959,1,49.66%,88.81%,0.0391,"[0.04156218096613884, 0.9584378004074097]",0.193188159,,,
5960,1,49.67%,88.81%,0.0383,"[0.03521428629755974, 0.9647856950759888]",0.185443751,,,
5961,1,49.68%,88.81%,0.0223,"[0.02362293377518654, 0.9763770699501038]",0.177286563,,,
5962,0,49.67%,88.81%,0,"[0.9999775886535645, 2.237266380689107e-05]",0.168422235,,,
5963,0,49.66%,88.82%,0.0003,"[0.9999500513076782, 4.992133835912682e-05]",0.160016123,,,
5964,0,49.66%,88.80%,3.0649,"[0.04262789711356163, 0.9573720693588257]",0.305260317,,,
5965,0,49.65%,88.80%,0.0001,"[0.9996356964111328, 0.0003643385134637356]",0.290002301,,,
5966,0,49.64%,88.79%,0.7132,"[0.29485130310058594, 0.7051486968994141]",0.311162186,,,
5967,1,49.65%,88.79%,0.0235,"[0.023628858849406242, 0.976371169090271]",0.296779077,,,
5968,1,49.66%,88.79%,0.0745,"[0.09651851654052734, 0.9034814834594727]",0.285665123,,,
5969,1,49.66%,88.79%,0.0534,"[0.04692486301064491, 0.953075110912323]",0.274051867,,,
5970,1,49.67%,88.80%,0.0772,"[0.07344822585582733, 0.9265518188476562]",0.264209274,,,
5971,0,49.67%,88.80%,0.0082,"[0.9971755743026733, 0.002824444090947509]",0.25140881,,,
5972,1,49.67%,88.78%,4.3731,"[0.7159045934677124, 0.2840953767299652]",0.457493369,,,
5973,1,49.68%,88.78%,0.0587,"[0.054003410041332245, 0.9459966421127319]",0.437553701,,,
5974,1,49.69%,88.79%,0.0879,"[0.07358505576848984, 0.926414966583252]",0.420071016,,,
5975,1,49.70%,88.79%,0.028,"[0.02684464305639267, 0.9731553792953491]",0.400467465,,,
5976,1,49.71%,88.79%,0.0801,"[0.07404426485300064, 0.9259557127952576]",0.384449092,,,
5977,0,49.70%,88.79%,0,"[0.999981164932251, 1.8853201254387386e-05]",0.365226637,,,
5978,0,49.69%,88.79%,0,"[0.9999866485595703, 1.3342400052351877e-05]",0.346965305,,,
5979,1,49.70%,88.80%,0.0526,"[0.05132685974240303, 0.9486731290817261]",0.33224704,,,
5980,0,49.69%,88.80%,0,"[0.9999899864196777, 9.984951248043217e-06]",0.315634688,,,
5981,0,49.68%,88.80%,0.0001,"[0.9999022483825684, 9.778242383617908e-05]",0.299857954,,,
5982,0,49.67%,88.80%,0,"[0.999984622001648, 1.537283242214471e-05]",0.284865056,,,
5983,1,49.68%,88.80%,0.0328,"[0.03262222185730934, 0.9673778414726257]",0.272261803,,,
5984,1,49.69%,88.81%,0.0631,"[0.05293929576873779, 0.9470607042312622]",0.261803713,,,
5985,1,49.70%,88.81%,0.0235,"[0.02237142063677311, 0.9776286482810974]",0.249888527,,,
5986,1,49.71%,88.81%,0.0366,"[0.03664994239807129, 0.9633501172065735]",0.239224101,,,
5987,1,49.72%,88.81%,0.0246,"[0.023224346339702606, 0.9767756462097168]",0.228492896,,,
5988,0,49.71%,88.81%,0,"[0.9999860525131226, 1.394605715177022e-05]",0.217068251,,,
5989,0,49.70%,88.81%,0,"[0.9999810457229614, 1.8911003280663863e-05]",0.206214839,,,
5990,0,49.69%,88.82%,0.0002,"[0.9999632835388184, 3.666526390588842e-05]",0.195914097,,,
5991,1,49.70%,88.82%,0.0343,"[0.03442180156707764, 0.9655781388282776]",0.187833392,,,
5992,0,49.69%,88.82%,0.477,"[0.9817062020301819, 0.018293747678399086]",0.202291722,,,
5993,0,49.68%,88.82%,0,"[0.9999680519104004, 3.189402923453599e-05]",0.192177136,,,
5994,0,49.67%,88.82%,0.0001,"[0.9999269247055054, 7.309413922484964e-05]",0.182573279,,,
5995,0,49.67%,88.83%,0.0132,"[0.9942236542701721, 0.0057763755321502686]",0.174104615,,,
5996,0,49.66%,88.83%,0,"[0.9998815059661865, 0.00011849981819977984]",0.165399385,,,
5997,1,49.67%,88.83%,0.0264,"[0.02556905709207058, 0.9744309186935425]",0.158449415,,,
5998,1,49.67%,88.83%,0.0313,"[0.036936841905117035, 0.9630631804466248]",0.152091945,,,
5999,1,49.68%,88.83%,0.0327,"[0.03039664775133133, 0.9696033596992493]",0.146122347,,,
6000,0,49.68%,88.82%,2.9166,"[0.04951004311442375, 0.9504899382591248]",0.28464623,,,
6001,0,49.67%,88.82%,0,"[0.99998939037323, 1.0635164471750613e-05]",0.270413919,,,
6002,0,49.66%,88.82%,0,"[0.9999884366989136, 1.1525485206220765e-05]",0.256893223,,,
6003,0,49.65%,88.82%,0,"[0.999985933303833, 1.4069020835449919e-05]",0.244048561,,,
6004,1,49.66%,88.83%,0.0585,"[0.059780195355415344, 0.9402197599411011]",0.234771133,,,
6005,1,49.67%,88.83%,0.024,"[0.022629961371421814, 0.9773700833320618]",0.224232577,,,
6006,1,49.68%,88.83%,0.0538,"[0.045457612723112106, 0.954542338848114]",0.215710948,,,
6007,0,49.67%,88.81%,2.8591,"[0.07502800226211548, 0.9249719977378845]",0.3478804,,,
6008,1,49.68%,88.82%,0.0829,"[0.06762268394231796, 0.9323773384094238]",0.33463138,,,
6009,0,49.67%,88.82%,0,"[0.9999781847000122, 2.182290336349979e-05]",0.317899811,,,
6010,1,49.68%,88.82%,0.0417,"[0.0357656292617321, 0.9642344117164612]",0.304089821,,,
6011,1,49.68%,88.82%,0.0263,"[0.02443617582321167, 0.9755638241767883]",0.29020033,,,
6012,0,49.68%,88.82%,0,"[0.9999899864196777, 1.0006170668930281e-05]",0.275690313,,,
6013,0,49.67%,88.83%,0,"[0.9999908208847046, 9.159150067716837e-06]",0.261905798,,,
6014,1,49.68%,88.83%,0.0951,"[0.1046653687953949, 0.8953346610069275]",0.253565508,,,
6015,0,49.67%,88.83%,0.0492,"[0.9960072636604309, 0.003992786630988121]",0.243347232,,,
6016,1,49.68%,88.83%,0.1026,"[0.07855532318353653, 0.9214446544647217]",0.236309871,,,
6017,0,49.67%,88.82%,2.6126,"[0.07596257328987122, 0.9240374565124512]",0.355124377,,,
6018,0,49.66%,88.82%,0,"[0.9999922513961792, 7.715671927144285e-06]",0.337368158,,,
6019,1,49.67%,88.82%,0.1213,"[0.0990491658449173, 0.9009507894515991]",0.32656475,,,
6020,1,49.68%,88.82%,0.1113,"[0.10030975192785263, 0.8996902108192444]",0.315801513,,,
6021,0,49.67%,88.82%,0,"[0.9999926090240479, 7.381865088973427e-06]",0.300011437,,,
6022,1,49.68%,88.81%,2.2836,"[0.9757097363471985, 0.024290230125188828]",0.399190865,,,
6023,1,49.68%,88.81%,0.0259,"[0.025805063545703888, 0.9741948843002319]",0.380526322,,,
6024,0,49.68%,88.81%,0,"[0.9999915361404419, 8.413776413362939e-06]",0.361500006,,,
6025,1,49.68%,88.82%,0.6318,"[0.17461282014846802, 0.825387179851532]",0.375015006,,,
6026,1,49.69%,88.82%,0.0235,"[0.025161514058709145, 0.9748384952545166]",0.357439255,,,
6027,1,49.70%,88.82%,0.024,"[0.024773363023996353, 0.975226640701294]",0.340767293,,,
6028,1,49.71%,88.82%,0.0581,"[0.06332439929246902, 0.9366756081581116]",0.326633928,,,
6029,1,49.72%,88.82%,0.0383,"[0.042180292308330536, 0.9578197002410889]",0.312217232,,,
6030,0,49.71%,88.82%,0,"[0.9998894929885864, 0.00011045159044442698]",0.29660637,,,
6031,0,49.70%,88.83%,0.0002,"[0.9999028444290161, 9.710725134937093e-05]",0.281786052,,,
6032,1,49.71%,88.83%,0.0332,"[0.03488516807556152, 0.9651148319244385]",0.269356749,,,
6033,1,49.72%,88.83%,0.0224,"[0.020596619695425034, 0.9794034361839294]",0.257008912,,,
6034,0,49.71%,88.83%,0.0002,"[0.9999443292617798, 5.569329368881881e-05]",0.244168466,,,
6035,0,49.70%,88.83%,0.0018,"[0.9966182112693787, 0.003381767077371478]",0.232050043,,,
6036,1,49.71%,88.84%,0.0198,"[0.02045130357146263, 0.9795486927032471]",0.221437541,,,
6037,1,49.72%,88.84%,0.0196,"[0.018409542739391327, 0.9815904498100281]",0.211345663,,,
6038,1,49.73%,88.84%,0.0335,"[0.038155391812324524, 0.9618446826934814]",0.20245338,,,
6039,0,49.72%,88.82%,3.3723,"[0.03187421336770058, 0.9681258201599121]",0.360945711,,,
6040,0,49.71%,88.83%,0.0003,"[0.9994237422943115, 0.0005762266227975488]",0.342913426,,,
6041,1,49.72%,88.83%,0.0338,"[0.02926168590784073, 0.9707382917404175]",0.327457754,,,
6042,0,49.71%,88.83%,0.1321,"[0.9267742037773132, 0.07322578877210617]",0.317689867,,,
6043,1,49.72%,88.83%,0.0392,"[0.039628077298402786, 0.9603719711303711]",0.303765373,,,
6044,0,49.71%,88.82%,0.0006,"[0.16546016931533813, 0.8345398902893066]",0.288607105,,,
6045,1,49.72%,88.82%,0.0207,"[0.020540744066238403, 0.9794592261314392]",0.275211749,,,
6046,0,49.71%,88.82%,0.0014,"[0.994721531867981, 0.005278503987938166]",0.261521162,,,
6047,1,49.72%,88.82%,0.0383,"[0.03604009747505188, 0.9639598727226257]",0.250360104,,,
6048,0,49.71%,88.81%,1.1556,"[0.16565363109111786, 0.8343462944030762]",0.295622099,,,
6049,1,49.72%,88.79%,0.1312,"[0.854643702507019, 0.14535632729530334]",0.287400994,,,
6050,1,49.73%,88.80%,0.0339,"[0.03211412578821182, 0.9678859114646912]",0.274725944,,,
6051,1,49.74%,88.80%,0.022,"[0.022235654294490814, 0.977764368057251]",0.262089647,,,
6052,1,49.74%,88.80%,0.0491,"[0.04715301841497421, 0.9528470039367676]",0.251440165,,,
6053,0,49.74%,88.80%,0.0002,"[0.999962568283081, 3.739930616575293e-05]",0.238878156,,,
6054,0,49.73%,88.80%,0.0001,"[0.9999712705612183, 2.8720724003505893e-05]",0.226939249,,,
6055,0,49.72%,88.79%,3.2726,"[0.04265642166137695, 0.957343578338623]",0.379222286,,,
6056,1,49.73%,88.79%,0.0399,"[0.04281343147158623, 0.9571865797042847]",0.362256172,,,
6057,0,49.72%,88.79%,0,"[0.9999874830245972, 1.2527917533589061e-05]",0.344143363,,,
6058,1,49.73%,88.79%,0.0415,"[0.03909823298454285, 0.9609017372131348]",0.329011195,,,
6059,1,49.74%,88.80%,0.0224,"[0.02601393684744835, 0.9739860892295837]",0.313680635,,,
6060,1,49.74%,88.80%,0.0694,"[0.07085467129945755, 0.9291452765464783]",0.301466604,,,
6061,0,49.74%,88.80%,0,"[0.9999803304672241, 1.9700019038282335e-05]",0.286393273,,,
6062,0,49.73%,88.80%,0.0001,"[0.9999654293060303, 3.456565536907874e-05]",0.27207861,,,
6063,1,49.74%,88.80%,0.0437,"[0.039070725440979004, 0.960929274559021]",0.260659679,,,
6064,1,49.74%,88.80%,0.0334,"[0.027683328837156296, 0.9723167419433594]",0.249296695,,,
6065,0,49.74%,88.81%,0.0006,"[0.9983420372009277, 0.0016579997027292848]",0.23686186,,,
6066,0,49.73%,88.81%,0.027,"[0.9803016781806946, 0.01969834417104721]",0.226368767,,,
6067,1,49.74%,88.81%,0.0534,"[0.0396951325237751, 0.9603049159049988]",0.217720329,,,
6068,0,49.73%,88.81%,0,"[0.9999821186065674, 1.792250077414792e-05]",0.206834313,,,
6069,1,49.74%,88.81%,1.0551,"[0.17820486426353455, 0.8217951655387878]",0.249247597,,,
6070,0,49.73%,88.82%,0,"[0.9999877214431763, 1.228335895575583e-05]",0.236785217,,,
6071,0,49.72%,88.82%,0.3372,"[0.8121837377548218, 0.18781623244285583]",0.241805956,,,
6072,1,49.73%,88.82%,0.036,"[0.03541793301701546, 0.9645821452140808]",0.231515658,,,
6073,1,49.74%,88.82%,0.0309,"[0.038412436842918396, 0.9615875482559204]",0.221484876,,,
6074,0,49.73%,88.82%,0,"[0.9999902248382568, 9.790706826606765e-06]",0.210410632,,,
6075,0,49.72%,88.81%,3.1537,"[0.052449703216552734, 0.9475502967834473]",0.3575751,,,
6076,1,49.73%,88.81%,0.0546,"[0.07262372970581055, 0.9273762702941895]",0.342426345,,,
6077,0,49.72%,88.81%,0,"[0.9999682903289795, 3.1737050449009985e-05]",0.325305028,,,
6078,0,49.71%,88.81%,0,"[0.9999904632568359, 9.549826245347504e-06]",0.309039777,,,
6079,0,49.70%,88.82%,0,"[0.9999924898147583, 7.467640443792334e-06]",0.293587788,,,
6080,0,49.70%,88.82%,0,"[0.9999890327453613, 1.092631009669276e-05]",0.278908398,,,
6081,1,49.70%,88.82%,0.0912,"[0.07411512732505798, 0.9258849024772644]",0.269522978,,,
6082,1,49.71%,88.82%,0.0335,"[0.02752392739057541, 0.9724761247634888]",0.257721829,,,
6083,0,49.70%,88.81%,2.7846,"[0.0739961788058281, 0.9260038733482361]",0.384065738,,,
6084,0,49.70%,88.81%,0,"[0.9999901056289673, 9.881300684355665e-06]",0.364862451,,,
6085,0,49.69%,88.81%,0,"[0.9999922513961792, 7.788848961354233e-06]",0.346619329,,,
6086,0,49.68%,88.81%,0.0701,"[0.9832801818847656, 0.016719771549105644]",0.332793362,,,
6087,1,49.69%,88.81%,0.0517,"[0.07277829200029373, 0.9272217154502869]",0.318738694,,,
6088,1,49.70%,88.82%,0.0383,"[0.03581269830465317, 0.9641873240470886]",0.304716759,,,
6089,0,49.69%,88.80%,0.7768,"[0.4781174063682556, 0.5218826532363892]",0.328320921,,,
6090,0,49.68%,88.80%,0,"[0.9999926090240479, 7.420021120196907e-06]",0.311904875,,,
6091,0,49.67%,88.80%,0,"[0.999993085861206, 6.949268026801292e-06]",0.296309632,,,
6092,1,49.68%,88.81%,0.092,"[0.09344059228897095, 0.906559407711029]",0.28609415,,,
6093,1,49.69%,88.81%,0.3263,"[0.271867573261261, 0.7281323671340942]",0.288104442,,,
6094,1,49.70%,88.81%,0.2191,"[0.1715950071811676, 0.8284050226211548]",0.28465422,,,
6095,1,49.70%,88.81%,0.0982,"[0.10137704759836197, 0.898622989654541]",0.275331509,,,
6096,1,49.71%,88.81%,0.0373,"[0.03916691243648529, 0.9608330726623535]",0.263429934,,,
6097,1,49.72%,88.82%,0.0724,"[0.10707492381334305, 0.8929250836372375]",0.253878437,,,
6098,1,49.73%,88.82%,0.088,"[0.09903190284967422, 0.9009681344032288]",0.245584515,,,
6099,0,49.72%,88.82%,0,"[0.999990701675415, 9.35703792492859e-06]",0.23330529,,,
6100,0,49.71%,88.81%,3.1727,"[0.04770686477422714, 0.9522930979728699]",0.380275025,,,
6101,1,49.72%,88.81%,0.0464,"[0.04797433316707611, 0.9520255923271179]",0.363581274,,,
6102,0,49.71%,88.81%,0,"[0.9999865293502808, 1.3423878044704907e-05]",0.34540221,,,
6103,1,49.72%,88.81%,0.0404,"[0.037963397800922394, 0.9620366096496582]",0.3301521,,,
6104,0,49.71%,88.81%,0,"[0.9999741315841675, 2.590011354186572e-05]",0.313644495,,,
6105,0,49.71%,88.81%,0.0001,"[0.9999445676803589, 5.539391713682562e-05]",0.29796727,,,
6106,0,49.70%,88.82%,0,"[0.9999902248382568, 9.797226084629074e-06]",0.283068906,,,
6107,1,49.71%,88.82%,0.0291,"[0.032153502106666565, 0.9678464531898499]",0.270370461,,,
6108,1,49.71%,88.82%,0.0293,"[0.03141375258564949, 0.968586266040802]",0.258316938,,,
6109,1,49.72%,88.82%,0.0429,"[0.031493570655584335, 0.9685064554214478]",0.247546091,,,
6110,1,49.73%,88.82%,0.0813,"[0.13064171373844147, 0.869358241558075]",0.239233787,,,
6111,1,49.74%,88.83%,0.0659,"[0.061506468802690506, 0.938493549823761]",0.230567097,,,
6112,1,49.75%,88.83%,0.0294,"[0.026680512353777885, 0.973319411277771]",0.220508742,,,
6113,1,49.75%,88.83%,0.0334,"[0.029050230979919434, 0.9709497690200806]",0.211153305,,,
6114,0,49.75%,88.81%,2.986,"[0.04673856124281883, 0.9532614350318909]",0.34989564,,,
6115,0,49.74%,88.82%,0,"[0.9999655485153198, 3.449755604378879e-05]",0.332400858,,,
6116,0,49.73%,88.80%,1.0684,"[0.4578620195388794, 0.5421380400657654]",0.369200815,,,
6117,1,49.74%,88.80%,0.0518,"[0.03429863974452019, 0.9657013416290283]",0.353330774,,,
6118,1,49.75%,88.81%,1.2222,"[0.18371552228927612, 0.8162844777107239]",0.396774236,,,
6119,0,49.74%,88.81%,0,"[0.99998939037323, 1.0607875992718618e-05]",0.376935524,,,
6120,1,49.75%,88.81%,0.0323,"[0.028694741427898407, 0.971305251121521]",0.359703748,,,
6121,0,49.74%,88.81%,0,"[0.9999375343322754, 6.246835255296901e-05]",0.34171856,,,
6122,0,49.73%,88.81%,0,"[0.9999790191650391, 2.100343772326596e-05]",0.324632632,,,
6123,1,49.74%,88.81%,0.0299,"[0.027643771842122078, 0.9723562598228455]",0.309896001,,,
6124,0,49.73%,88.82%,0.0043,"[0.9992175102233887, 0.000782524817623198]",0.294616201,,,
6125,0,49.72%,88.80%,3.0464,"[0.0381217896938324, 0.9618781805038452]",0.432205391,,,
6126,1,49.73%,88.80%,0.0336,"[0.03147580847144127, 0.9685242176055908]",0.412275121,,,
6127,0,49.72%,88.81%,0,"[0.9999889135360718, 1.1124217962787952e-05]",0.391661365,,,
6128,1,49.73%,88.81%,0.0448,"[0.03713102266192436, 0.9628689885139465]",0.374318297,,,
6129,0,49.72%,88.81%,0,"[0.9999902248382568, 9.813815267989412e-06]",0.355602382,,,
6130,1,49.73%,88.81%,0.0681,"[0.06226062402129173, 0.9377394318580627]",0.341227263,,,
6131,1,49.74%,88.81%,0.127,"[0.11562685668468475, 0.884373128414154]",0.3305159,,,
6132,0,49.73%,88.81%,0,"[0.9999805688858032, 1.9427219740464352e-05]",0.313990105,,,
6133,0,49.72%,88.82%,0.0012,"[0.9989081621170044, 0.0010917977197095752]",0.298350599,,,
6134,1,49.73%,88.82%,0.0417,"[0.03207763284444809, 0.9679223895072937]",0.285518069,,,
6135,1,49.74%,88.82%,0.0442,"[0.053475845605134964, 0.9465241432189941]",0.273452166,,,
6136,1,49.75%,88.82%,0.0336,"[0.029520992189645767, 0.9704790115356445]",0.261459558,,,
6137,0,49.74%,88.82%,0.2929,"[0.8666408061981201, 0.13335922360420227]",0.26303158,,,
6138,1,49.75%,88.83%,0.0603,"[0.07098636031150818, 0.9290136694908142]",0.252895001,,,
6139,0,49.74%,88.83%,0.0023,"[0.9882163405418396, 0.011783688329160213]",0.240365251,,,
6140,0,49.73%,88.83%,0,"[0.9999866485595703, 1.332424199063098e-05]",0.228346988,,,
6141,1,49.74%,88.83%,0.0581,"[0.05826699361205101, 0.9417330026626587]",0.219834639,,,
6142,1,49.75%,88.83%,0.0436,"[0.02858009934425354, 0.9714198708534241]",0.211022907,,,
6143,0,49.74%,88.83%,0,"[0.9999874830245972, 1.256294854101725e-05]",0.200471762,,,
6144,0,49.73%,88.84%,0.0023,"[0.9970953464508057, 0.002904647495597601]",0.190563173,,,
6145,0,49.72%,88.84%,0,"[0.9999890327453613, 1.0950156138278544e-05]",0.181035015,,,
