round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output,,1
5870,1,49.74%,88.35%,0.779,"[0.5125368237495422, 0.48746317625045776]",0.779,
5871,0,49.73%,88.35%,0.0001,"[0.9999562501907349, 4.3766161979874596e-05]",0.0001,
5872,0,49.72%,88.35%,0.0001,"[0.9998617172241211, 0.0001382271875627339]",0.0001,
5873,1,49.73%,88.36%,0.0508,"[0.0492713563144207, 0.9507286548614502]",0.0508,
5874,1,49.74%,88.36%,0.0532,"[0.05218380689620972, 0.9478161334991455]",0.0532,
5875,1,49.74%,88.36%,0.0279,"[0.028068004176020622, 0.9719319939613342]",0.0279,
5876,0,49.74%,88.36%,0.0001,"[0.9999349117279053, 6.511808169307187e-05]",0.0001,
5877,1,49.74%,88.36%,0.0282,"[0.027708135545253754, 0.9722919464111328]",0.0282,
5878,1,49.75%,88.37%,0.0425,"[0.04059353843331337, 0.9594064950942993]",0.0425,
5879,0,49.74%,88.37%,0.0001,"[0.9999508857727051, 4.910651841782965e-05]",0.0001,
5880,0,49.74%,88.37%,0.0001,"[0.9999425411224365, 5.741846689488739e-05]",0.0001,
5881,1,49.74%,88.37%,0.0635,"[0.05629141628742218, 0.943708598613739]",0.0635,
5882,1,49.75%,88.37%,0.0454,"[0.04152916744351387, 0.95847088098526]",0.0454,
5883,0,49.75%,88.38%,0.0001,"[0.9998884201049805, 0.00011159390123793855]",0.0001,
5884,0,49.74%,88.36%,2.4408,"[0.086160808801651, 0.9138392210006714]",2.4408,
5885,1,49.75%,88.36%,0.0354,"[0.0427287295460701, 0.9572712182998657]",0.0354,
5886,0,49.74%,88.36%,0.0017,"[0.9958940744400024, 0.0041059753857553005]",0.0017,
5887,0,49.73%,88.37%,0.0001,"[0.999903678894043, 9.63602724368684e-05]",0.0001,
5888,1,49.74%,88.37%,0.0234,"[0.023848025128245354, 0.9761520028114319]",0.0234,
5889,0,49.73%,88.37%,0.0207,"[0.9980310797691345, 0.001968862023204565]",0.0207,
5890,0,49.72%,88.37%,0.0001,"[0.9998940229415894, 0.0001059071728377603]",0.0001,
5891,0,49.71%,88.36%,3.1006,"[0.04030227288603783, 0.9596976637840271]",3.1006,
5892,1,49.72%,88.36%,0.0465,"[0.040676556527614594, 0.9593234062194824]",0.0465,
5893,0,49.71%,88.36%,0.0001,"[0.9999146461486816, 8.532509673386812e-05]",0.0001,
5894,0,49.70%,88.36%,0,"[0.9999628067016602, 3.721416578628123e-05]",0,
5895,1,49.71%,88.36%,0.0256,"[0.026393642649054527, 0.9736063480377197]",0.0256,
5896,0,49.70%,88.37%,0,"[0.9999668598175049, 3.31934897985775e-05]",0,
5897,1,49.71%,88.37%,0.0278,"[0.027270138263702393, 0.9727298021316528]",0.0278,
5898,0,49.70%,88.37%,0,"[0.9999568462371826, 4.313855606596917e-05]",0,
5899,1,49.71%,88.37%,0.0309,"[0.02833995595574379, 0.9716600179672241]",0.0309,
5900,0,49.70%,88.37%,0.0721,"[0.6906971335411072, 0.3093028962612152]",0.0721,
5901,0,49.70%,88.38%,0.0001,"[0.9998772144317627, 0.0001228095352416858]",0.0001,
5902,1,49.70%,88.38%,0.0339,"[0.03501728177070618, 0.9649826884269714]",0.0339,
5903,0,49.70%,88.38%,0,"[0.9999672174453735, 3.2761574402684346e-05]",0,
5904,1,49.70%,88.37%,2.4092,"[0.9316486120223999, 0.06835135817527771]",2.4092,
5905,0,49.70%,88.35%,2.5563,"[0.06285770982503891, 0.9371423125267029]",2.5563,
5906,1,49.70%,88.35%,0.0327,"[0.03300014138221741, 0.966999888420105]",0.0327,
5907,1,49.71%,88.35%,0.0343,"[0.03137561306357384, 0.9686244130134583]",0.0343,
5908,0,49.70%,88.36%,0.0001,"[0.9999366998672485, 6.330032192636281e-05]",0.0001,
5909,0,49.70%,88.36%,0,"[0.999962568283081, 3.743192064575851e-05]",0,
5910,0,49.69%,88.34%,2.6306,"[0.06883369386196136, 0.9311662912368774]",2.6306,
5911,1,49.70%,88.35%,0.0583,"[0.07472624629735947, 0.9252737760543823]",0.0583,
5912,0,49.69%,88.35%,0,"[0.9999659061431885, 3.4108634281437844e-05]",0,
5913,0,49.68%,88.35%,0.0001,"[0.9999322891235352, 6.773917993996292e-05]",0.0001,
5914,1,49.69%,88.35%,0.0471,"[0.04684688150882721, 0.9531530737876892]",0.0471,
5915,1,49.70%,88.35%,0.0958,"[0.08896216005086899, 0.9110378623008728]",0.0958,
5916,0,49.69%,88.36%,0,"[0.9999510049819946, 4.900140629615635e-05]",0,
5917,0,49.68%,88.36%,0.0001,"[0.9999339580535889, 6.606234819628298e-05]",0.0001,
5918,0,49.67%,88.36%,0,"[0.9999654293060303, 3.462590029812418e-05]",0,
5919,0,49.66%,88.36%,0.0001,"[0.9998923540115356, 0.00010765669139800593]",0.0001,
5920,1,49.67%,88.36%,0.1622,"[0.15129411220550537, 0.8487058877944946]",0.1622,
5921,0,49.66%,88.37%,0,"[0.9999572038650513, 4.2838884837692603e-05]",0,
5922,1,49.67%,88.37%,0.047,"[0.04614339396357536, 0.9538565874099731]",0.047,
5923,1,49.68%,88.37%,0.0566,"[0.05425720289349556, 0.9457427859306335]",0.0566,
5924,0,49.67%,88.37%,0,"[0.9999668598175049, 3.313864363008179e-05]",0,
5925,0,49.66%,88.37%,0.0001,"[0.9999208450317383, 7.916401227703318e-05]",0.0001,
5926,0,49.65%,88.38%,0,"[0.9999539852142334, 4.599903695634566e-05]",0,
5927,0,49.65%,88.38%,0.0003,"[0.9997881054878235, 0.00021190980623941869]",0.0003,
5928,1,49.65%,88.38%,0.0587,"[0.0698552280664444, 0.930144727230072]",0.0587,
5929,1,49.66%,88.38%,0.065,"[0.07252035290002823, 0.92747962474823]",0.065,
5930,1,49.67%,88.38%,0.0294,"[0.029663236811757088, 0.9703367948532104]",0.0294,
5931,0,49.66%,88.39%,0.0001,"[0.999932050704956, 6.790344923501834e-05]",0.0001,
5932,1,49.67%,88.39%,0.0547,"[0.04782683029770851, 0.9521732330322266]",0.0547,
5933,1,49.68%,88.39%,0.0255,"[0.02621345780789852, 0.9737865328788757]",0.0255,
5934,0,49.67%,88.39%,0,"[0.99994957447052, 5.037334267399274e-05]",0,
5935,1,49.68%,88.39%,0.0532,"[0.04376986250281334, 0.956230103969574]",0.0532,
5936,1,49.69%,88.39%,0.0241,"[0.02228885143995285, 0.9777111411094666]",0.0241,
5937,0,49.68%,88.38%,1.1393,"[0.24179963767528534, 0.7582003474235535]",1.1393,
5938,1,49.69%,88.38%,0.0358,"[0.029239406809210777, 0.9707605838775635]",0.0358,
5939,1,49.70%,88.38%,0.0319,"[0.0275700893253088, 0.9724298715591431]",0.0319,
5940,0,49.69%,88.39%,0.0001,"[0.9998193383216858, 0.00018067665223497897]",0.0001,
5941,1,49.70%,88.39%,0.0204,"[0.020845433697104454, 0.9791545271873474]",0.0204,
5942,1,49.71%,88.39%,0.045,"[0.04268626868724823, 0.9573137164115906]",0.045,
5943,0,49.70%,88.39%,0.0001,"[0.9999518394470215, 4.810649261344224e-05]",0.0001,
5944,0,49.69%,88.39%,0,"[0.9999536275863647, 4.6339504478964955e-05]",0,
5945,0,49.68%,88.40%,0.0001,"[0.9999222755432129, 7.774408004479483e-05]",0.0001,
5946,0,49.67%,88.40%,0.0001,"[0.9998965263366699, 0.00010348606883781031]",0.0001,
5947,1,49.68%,88.40%,0.0305,"[0.030944008380174637, 0.9690560102462769]",0.0305,
5948,0,49.67%,88.40%,0.0001,"[0.9997106194496155, 0.0002894019416999072]",0.0001,
5949,0,49.66%,88.40%,0.0001,"[0.9999353885650635, 6.464680336648598e-05]",0.0001,
5950,0,49.66%,88.41%,0.0001,"[0.9999369382858276, 6.306846626102924e-05]",0.0001,
5951,1,49.66%,88.41%,0.0173,"[0.016993312165141106, 0.9830066561698914]",0.0173,
5952,0,49.66%,88.41%,0,"[0.9999526739120483, 4.72735300718341e-05]",0,
5953,1,49.66%,88.41%,0.0164,"[0.01734982430934906, 0.982650101184845]",0.0164,
5954,1,49.67%,88.41%,0.0269,"[0.024995991960167885, 0.9750040173530579]",0.0269,
5955,0,49.66%,88.42%,0.0001,"[0.9999502897262573, 4.9710983148543164e-05]",0.0001,
5956,0,49.66%,88.40%,3.4194,"[0.02745959535241127, 0.9725403785705566]",3.4194,
5957,1,49.66%,88.40%,0.0228,"[0.02435622736811638, 0.9756438136100769]",0.0228,
5958,0,49.66%,88.40%,0.0001,"[0.9999526739120483, 4.7358589654322714e-05]",0.0001,
5959,1,49.66%,88.41%,0.0314,"[0.0351778119802475, 0.9648221731185913]",0.0314,
5960,1,49.67%,88.41%,0.0345,"[0.02803916670382023, 0.9719608426094055]",0.0345,
5961,1,49.68%,88.41%,0.0222,"[0.018704429268836975, 0.9812955260276794]",0.0222,
5962,0,49.67%,88.41%,0.0001,"[0.9998944997787476, 0.00010554696200415492]",0.0001,
5963,0,49.66%,88.41%,0.0002,"[0.9998575448989868, 0.00014240034215617925]",0.0002,
5964,0,49.66%,88.40%,2.9426,"[0.05384243652224541, 0.9461575150489807]",2.9426,
5965,0,49.65%,88.40%,0,"[0.9999662637710571, 3.371599450474605e-05]",0,
5966,0,49.64%,88.40%,0.0089,"[0.9967876672744751, 0.003212348558008671]",0.0089,
5967,1,49.65%,88.40%,0.0218,"[0.019762670621275902, 0.9802373051643372]",0.0218,
5968,1,49.66%,88.41%,0.063,"[0.06105814874172211, 0.9389418363571167]",0.063,
5969,1,49.66%,88.41%,0.0547,"[0.05400689318776131, 0.9459931254386902]",0.0547,
5970,1,49.67%,88.41%,0.0919,"[0.06341009587049484, 0.9365899562835693]",0.0919,
5971,0,49.67%,88.41%,0.005,"[0.9984669089317322, 0.001533046830445528]",0.005,
5972,1,49.67%,88.40%,1.6582,"[0.9547622799873352, 0.045237693935632706]",1.6582,
5973,1,49.68%,88.40%,0.0452,"[0.04696659371256828, 0.953033447265625]",0.0452,
5974,1,49.69%,88.40%,0.0625,"[0.060918960720300674, 0.9390810132026672]",0.0625,
5975,1,49.70%,88.40%,0.0195,"[0.019061123952269554, 0.9809389114379883]",0.0195,
5976,1,49.71%,88.41%,0.0462,"[0.05670668184757233, 0.9432933926582336]",0.0462,
5977,0,49.70%,88.41%,0,"[0.9999575614929199, 4.2490933992667124e-05]",0,
5978,0,49.69%,88.41%,0,"[0.9999552965164185, 4.474110755836591e-05]",0,
5979,1,49.70%,88.41%,0.0324,"[0.03782791644334793, 0.9621720910072327]",0.0324,
5980,0,49.69%,88.41%,0.0001,"[0.9999446868896484, 5.527603207156062e-05]",0.0001,
5981,0,49.68%,88.42%,0.0004,"[0.9991703033447266, 0.0008296951418742537]",0.0004,
5982,0,49.67%,88.42%,0.0024,"[0.9993155002593994, 0.0006844915333203971]",0.0024,
5983,1,49.68%,88.42%,0.0174,"[0.017225155606865883, 0.9827747941017151]",0.0174,
5984,1,49.69%,88.42%,0.0264,"[0.031474191695451736, 0.968525767326355]",0.0264,
5985,1,49.70%,88.42%,0.0144,"[0.01409981306642294, 0.9859002232551575]",0.0144,
5986,1,49.71%,88.42%,0.0187,"[0.019237549975514412, 0.9807624220848083]",0.0187,
5987,1,49.72%,88.43%,0.0136,"[0.01371307484805584, 0.9862869381904602]",0.0136,
5988,0,49.71%,88.43%,0.0001,"[0.9994673132896423, 0.0005326982354745269]",0.0001,
5989,0,49.70%,88.43%,0.0001,"[0.999946117401123, 5.391937884269282e-05]",0.0001,
5990,0,49.69%,88.43%,0.0001,"[0.9999126195907593, 8.740642806515098e-05]",0.0001,
5991,1,49.70%,88.43%,0.016,"[0.013381117023527622, 0.9866189360618591]",0.016,
5992,0,49.69%,88.42%,1.2218,"[0.08394797146320343, 0.9160520434379578]",1.2218,
5993,0,49.68%,88.42%,0.0002,"[0.9997484087944031, 0.0002516196691431105]",0.0002,
5994,0,49.67%,88.42%,0.0001,"[0.9999409914016724, 5.9051057178294286e-05]",0.0001,
5995,0,49.67%,88.43%,0.0007,"[0.9996699094772339, 0.00033013889333233237]",0.0007,
5996,0,49.66%,88.43%,0.0003,"[0.9990460276603699, 0.0009539005695842206]",0.0003,
5997,1,49.67%,88.43%,0.0141,"[0.013153127394616604, 0.9868468642234802]",0.0141,
5998,1,49.67%,88.43%,0.0152,"[0.01414727233350277, 0.9858527183532715]",0.0152,
5999,1,49.68%,88.43%,0.0171,"[0.01528878603130579, 0.984711229801178]",0.0171,
6000,0,49.68%,88.42%,3.8266,"[0.021200845018029213, 0.9787991046905518]",3.8266,
6001,0,49.67%,88.42%,0,"[0.9999523162841797, 4.768737926497124e-05]",0,
6002,0,49.66%,88.42%,0,"[0.9999620914459229, 3.795402153627947e-05]",0,
6003,0,49.65%,88.42%,0.0001,"[0.9998974800109863, 0.0001025538076646626]",0.0001,
6004,1,49.66%,88.43%,0.0332,"[0.03061755746603012, 0.9693824052810669]",0.0332,
6005,1,49.67%,88.43%,0.0156,"[0.015410647727549076, 0.9845893979072571]",0.0156,
6006,1,49.68%,88.43%,0.028,"[0.030100153759121895, 0.9698997735977173]",0.028,
6007,0,49.67%,88.42%,3.607,"[0.027311449870467186, 0.9726885557174683]",3.607,
6008,1,49.68%,88.42%,0.0341,"[0.030849836766719818, 0.9691501259803772]",0.0341,
6009,0,49.67%,88.42%,0.0003,"[0.999756395816803, 0.00024354588822461665]",0.0003,
6010,1,49.68%,88.42%,0.034,"[0.021547650918364525, 0.9784523844718933]",0.034,
6011,1,49.68%,88.42%,0.0194,"[0.019177434965968132, 0.9808226227760315]",0.0194,
6012,0,49.68%,88.43%,0.0001,"[0.9998965263366699, 0.00010348804062232375]",0.0001,
6013,0,49.67%,88.43%,0.0001,"[0.9999430179595947, 5.7011715398402885e-05]",0.0001,
6014,1,49.68%,88.43%,0.042,"[0.03977954760193825, 0.960220456123352]",0.042,
6015,0,49.67%,88.43%,0.0672,"[0.9981069564819336, 0.0018930057995021343]",0.0672,
6016,1,49.68%,88.43%,0.0564,"[0.060192838311195374, 0.9398071765899658]",0.0564,
6017,0,49.67%,88.42%,2.9496,"[0.05385085940361023, 0.9461491107940674]",2.9496,
6018,0,49.66%,88.42%,0,"[0.9999581575393677, 4.189411993138492e-05]",0,
6019,1,49.67%,88.42%,0.1189,"[0.11629544198513031, 0.8837045431137085]",0.1189,
6020,1,49.68%,88.42%,0.1103,"[0.11432680487632751, 0.8856732249259949]",0.1103,
6021,0,49.67%,88.43%,0.0001,"[0.9999300241470337, 6.991162081249058e-05]",0.0001,
6022,1,49.68%,88.43%,2.0389,"[0.4528783857822418, 0.5471215844154358]",2.0389,
6023,1,49.68%,88.43%,0.0245,"[0.024274108931422234, 0.9757258892059326]",0.0245,
6024,0,49.68%,88.43%,0,"[0.9999500513076782, 4.9904960178537294e-05]",0,
6025,1,49.68%,88.42%,3.0627,"[0.9617940187454224, 0.03820590302348137]",3.0627,
6026,1,49.69%,88.42%,0.022,"[0.021829111501574516, 0.9781709313392639]",0.022,
6027,1,49.70%,88.42%,0.0214,"[0.0211423859000206, 0.9788575768470764]",0.0214,
6028,1,49.71%,88.42%,0.0452,"[0.043655116111040115, 0.9563449025154114]",0.0452,
6029,1,49.72%,88.41%,1.0679,"[0.9534106850624084, 0.04658925533294678]",1.0679,
6030,0,49.71%,88.41%,0.0001,"[0.9999374151229858, 6.262127863010392e-05]",0.0001,
6031,0,49.70%,88.41%,0.0002,"[0.9997395873069763, 0.0002603832399472594]",0.0002,
6032,1,49.71%,88.41%,0.0512,"[0.0459795743227005, 0.9540204405784607]",0.0512,
6033,1,49.72%,88.42%,0.0597,"[0.045172590762376785, 0.9548274874687195]",0.0597,
6034,0,49.71%,88.42%,0.0001,"[0.9999237060546875, 7.622878183610737e-05]",0.0001,
6035,0,49.70%,88.42%,0.0002,"[0.9997938275337219, 0.00020614710228983313]",0.0002,
6036,1,49.71%,88.42%,0.0167,"[0.01642162911593914, 0.9835783243179321]",0.0167,
6037,1,49.72%,88.42%,0.0142,"[0.014572180807590485, 0.9854277968406677]",0.0142,
6038,1,49.73%,88.43%,0.0228,"[0.023133456707000732, 0.9768665432929993]",0.0228,
6039,0,49.72%,88.41%,3.87,"[0.02108021453022957, 0.9789197444915771]",3.87,
6040,0,49.71%,88.41%,0.0454,"[0.9637647271156311, 0.03623529151082039]",0.0454,
6041,1,49.72%,88.41%,0.0223,"[0.022209402173757553, 0.9777905344963074]",0.0223,
6042,0,49.71%,88.42%,0.0005,"[0.9987926483154297, 0.0012072643730789423]",0.0005,
6043,1,49.72%,88.42%,0.0266,"[0.025120971724390984, 0.9748790264129639]",0.0266,
6044,0,49.71%,88.42%,1.0865,"[0.8350337743759155, 0.16496624052524567]",1.0865,
6045,1,49.72%,88.42%,0.0146,"[0.014336309395730495, 0.985663652420044]",0.0146,
6046,0,49.71%,88.42%,0.0001,"[0.9998936653137207, 0.00010638250387273729]",0.0001,
6047,1,49.72%,88.43%,0.0216,"[0.022116390988230705, 0.9778835773468018]",0.0216,
6048,0,49.71%,88.41%,1.7927,"[0.14009574055671692, 0.8599042892456055]",1.7927,
6049,1,49.72%,88.41%,0.0341,"[0.03329150006175041, 0.9667084813117981]",0.0341,
6050,1,49.73%,88.42%,0.0414,"[0.03713591769337654, 0.962864100933075]",0.0414,
6051,1,49.74%,88.42%,0.0184,"[0.018486851826310158, 0.9815131425857544]",0.0184,
6052,1,49.74%,88.42%,0.0302,"[0.028981028124690056, 0.9710190296173096]",0.0302,
6053,0,49.74%,88.42%,0.0016,"[0.9995759129524231, 0.0004241248534526676]",0.0016,
6054,0,49.73%,88.42%,0.0003,"[0.9997311234474182, 0.0002688132517505437]",0.0003,
6055,0,49.72%,88.41%,3.2495,"[0.0399758517742157, 0.9600241184234619]",3.2495,
6056,1,49.73%,88.41%,0.0207,"[0.023314833641052246, 0.9766851663589478]",0.0207,
6057,0,49.72%,88.41%,0.0004,"[0.9997625946998596, 0.00023738096933811903]",0.0004,
6058,1,49.73%,88.41%,0.092,"[0.08045714348554611, 0.9195428490638733]",0.092,
6059,1,49.74%,88.42%,0.0218,"[0.021935677155852318, 0.9780642986297607]",0.0218,
6060,1,49.74%,88.42%,0.0388,"[0.041879016906023026, 0.9581210017204285]",0.0388,
6061,0,49.74%,88.42%,0.0011,"[0.998663067817688, 0.0013369553489610553]",0.0011,
6062,0,49.73%,88.42%,0.0007,"[0.9997977614402771, 0.00020221638260409236]",0.0007,
6063,1,49.74%,88.42%,0.0322,"[0.029895445331931114, 0.9701045751571655]",0.0322,
6064,1,49.74%,88.43%,0.0244,"[0.024668853729963303, 0.97533118724823]",0.0244,
6065,0,49.74%,88.43%,0.0008,"[0.9979807734489441, 0.002019254257902503]",0.0008,
6066,0,49.73%,88.43%,0.5932,"[0.9260547757148743, 0.07394521683454514]",0.5932,
6067,1,49.74%,88.43%,0.0447,"[0.052680693566799164, 0.9473192691802979]",0.0447,
6068,0,49.73%,88.43%,0.0002,"[0.9996978044509888, 0.00030224293004721403]",0.0002,
6069,1,49.74%,88.43%,0.4638,"[0.17387455701828003, 0.82612544298172]",0.4638,
6070,0,49.73%,88.44%,0.0001,"[0.9999117851257324, 8.824660471873358e-05]",0.0001,
6071,0,49.72%,88.44%,0.4646,"[0.6554954051971436, 0.34450459480285645]",0.4646,
6072,1,49.73%,88.44%,0.0344,"[0.031699445098638535, 0.9683005213737488]",0.0344,
6073,1,49.74%,88.44%,0.0373,"[0.03304194658994675, 0.9669581055641174]",0.0373,
6074,0,49.73%,88.44%,0,"[0.9999486207962036, 5.1432358304737136e-05]",0,
6075,0,49.72%,88.43%,2.7652,"[0.06153775751590729, 0.9384622573852539]",2.7652,
6076,1,49.73%,88.43%,0.0693,"[0.0655512809753418, 0.9344487190246582]",0.0693,
6077,0,49.72%,88.43%,0.0002,"[0.9998606443405151, 0.00013939064228907228]",0.0002,
6078,0,49.71%,88.44%,0.0001,"[0.9998534917831421, 0.0001465229142922908]",0.0001,
6079,0,49.70%,88.44%,0,"[0.9999436140060425, 5.63859794056043e-05]",0,
6080,0,49.70%,88.44%,0.0001,"[0.9999043941497803, 9.564831270836294e-05]",0.0001,
6081,1,49.70%,88.44%,0.1034,"[0.10614971816539764, 0.8938502669334412]",0.1034,
6082,1,49.71%,88.44%,0.036,"[0.036898743361234665, 0.9631012678146362]",0.036,
6083,0,49.70%,88.43%,2.271,"[0.11085610836744308, 0.8891438245773315]",2.271,
6084,0,49.70%,88.43%,0,"[0.9999505281448364, 4.9426602345192805e-05]",0,
6085,0,49.69%,88.43%,0.0001,"[0.9999222755432129, 7.776699203532189e-05]",0.0001,
6086,0,49.68%,88.43%,0.0012,"[0.9988334774971008, 0.0011664873454719782]",0.0012,
6087,1,49.69%,88.44%,0.1488,"[0.13195909559726715, 0.8680409789085388]",0.1488,
6088,1,49.70%,88.44%,0.0358,"[0.03887004405260086, 0.9611299633979797]",0.0358,
6089,0,49.69%,88.42%,1.4896,"[0.21553266048431396, 0.784467339515686]",1.4896,
6090,0,49.68%,88.43%,0,"[0.9999631643295288, 3.678234133985825e-05]",0,
6091,0,49.67%,88.43%,0,"[0.9999643564224243, 3.560578988981433e-05]",0,
6092,1,49.68%,88.43%,0.1552,"[0.1478448510169983, 0.8521550893783569]",0.1552,
6093,1,49.69%,88.43%,0.1403,"[0.22341646254062653, 0.7765835523605347]",0.1403,
6094,1,49.70%,88.43%,0.1094,"[0.09270920604467392, 0.9072908759117126]",0.1094,
6095,1,49.70%,88.44%,0.1321,"[0.11891632527112961, 0.8810836672782898]",0.1321,
6096,1,49.71%,88.44%,0.0345,"[0.033377714455127716, 0.9666222333908081]",0.0345,
6097,1,49.72%,88.44%,0.058,"[0.060645632445812225, 0.9393543601036072]",0.058,
6098,1,49.73%,88.44%,0.0766,"[0.06599047034978867, 0.9340095520019531]",0.0766,
6099,0,49.72%,88.44%,0.0001,"[0.9999344348907471, 6.561438931385055e-05]",0.0001,
6100,0,49.71%,88.43%,2.6805,"[0.0752784013748169, 0.9247215390205383]",2.6805,
6101,1,49.72%,88.43%,0.0624,"[0.05639079213142395, 0.9436091780662537]",0.0624,
6102,0,49.71%,88.43%,0.0001,"[0.9999394416809082, 6.059209044906311e-05]",0.0001,
6103,1,49.72%,88.43%,0.2464,"[0.4214504063129425, 0.5785495638847351]",0.2464,
6104,0,49.71%,88.44%,0.0001,"[0.9999200105667114, 7.999336230568588e-05]",0.0001,
6105,0,49.71%,88.44%,0.0003,"[0.999731719493866, 0.00026824846281670034]",0.0003,
6106,0,49.70%,88.44%,0.0001,"[0.9998371601104736, 0.0001627593592274934]",0.0001,
6107,1,49.71%,88.44%,0.0232,"[0.022555142641067505, 0.9774448871612549]",0.0232,
6108,1,49.71%,88.44%,0.0215,"[0.021409325301647186, 0.9785906076431274]",0.0215,
6109,1,49.72%,88.45%,0.043,"[0.03869832307100296, 0.9613016843795776]",0.043,
6110,1,49.73%,88.45%,0.0625,"[0.06111960858106613, 0.9388803839683533]",0.0625,
6111,1,49.74%,88.45%,0.0489,"[0.05406872555613518, 0.9459312558174133]",0.0489,
6112,1,49.75%,88.45%,0.0198,"[0.019171975553035736, 0.9808279871940613]",0.0198,
6113,1,49.75%,88.45%,0.0183,"[0.01752605102956295, 0.9824739098548889]",0.0183,
6114,0,49.75%,88.44%,3.4111,"[0.03110233135521412, 0.9688976407051086]",3.4111,
6115,0,49.74%,88.44%,0.0228,"[0.9869706630706787, 0.013029391877353191]",0.0228,
6116,0,49.73%,88.44%,0.9132,"[0.6277270913124084, 0.37227290868759155]",0.9132,
6117,1,49.74%,88.44%,0.0374,"[0.03740330785512924, 0.9625967144966125]",0.0374,
6118,1,49.75%,88.45%,0.1232,"[0.07402152568101883, 0.925978422164917]",0.1232,
6119,0,49.74%,88.45%,0.0001,"[0.999893307685852, 0.00010665053559932858]",0.0001,
6120,1,49.75%,88.45%,0.0205,"[0.019620493054389954, 0.9803794622421265]",0.0205,
6121,0,49.74%,88.45%,0.0001,"[0.9998793601989746, 0.00012064215843565762]",0.0001,
6122,0,49.73%,88.45%,0.0003,"[0.9997267127037048, 0.0002732249558903277]",0.0003,
6123,1,49.74%,88.46%,0.0217,"[0.02160624973475933, 0.9783937335014343]",0.0217,
6124,0,49.73%,88.46%,0.0001,"[0.9998884201049805, 0.00011151018406962976]",0.0001,
6125,0,49.72%,88.44%,3.0417,"[0.053267888724803925, 0.9467321038246155]",3.0417,
6126,1,49.73%,88.44%,0.0424,"[0.04177746921777725, 0.9582225680351257]",0.0424,
6127,0,49.72%,88.45%,0.0001,"[0.9999357461929321, 6.429452332668006e-05]",0.0001,
6128,1,49.73%,88.45%,0.0221,"[0.0224822536110878, 0.9775177836418152]",0.0221,
6129,0,49.72%,88.45%,0,"[0.9999531507492065, 4.688938497565687e-05]",0,
6130,1,49.73%,88.45%,0.0488,"[0.050883807241916656, 0.9491162300109863]",0.0488,
6131,1,49.74%,88.45%,0.0681,"[0.06532116234302521, 0.934678852558136]",0.0681,
6132,0,49.73%,88.46%,0.0001,"[0.9999322891235352, 6.775112706236541e-05]",0.0001,
6133,0,49.72%,88.46%,0.0032,"[0.9915701150894165, 0.008429904468357563]",0.0032,
6134,1,49.73%,88.46%,0.0322,"[0.030543513596057892, 0.9694564938545227]",0.0322,
6135,1,49.74%,88.46%,0.0767,"[0.06309609115123749, 0.9369039535522461]",0.0767,
6136,1,49.75%,88.46%,0.0421,"[0.043294597417116165, 0.9567053914070129]",0.0421,
6137,0,49.74%,88.47%,0.6443,"[0.6632698774337769, 0.33673015236854553]",0.6443,
6138,1,49.75%,88.47%,0.0571,"[0.05282263457775116, 0.9471773505210876]",0.0571,
6139,0,49.74%,88.47%,0.0002,"[0.9996877908706665, 0.0003122819180134684]",0.0002,
6140,0,49.73%,88.47%,0.0001,"[0.999942421913147, 5.75204030610621e-05]",0.0001,
6141,1,49.74%,88.47%,0.0556,"[0.05481458455324173, 0.9451853632926941]",0.0556,
6142,1,49.75%,88.47%,0.0261,"[0.026285246014595032, 0.9737147688865662]",0.0261,
